2025-05-05 00:34:42,skocherhan,url,http://185.140.53.251:7654,,https://x.com/skocherhan/status/1919188970711204328
2025-05-05 00:34:42,skocherhan,ip,185.140.53.251,,https://x.com/skocherhan/status/1919188970711204328
2025-05-05 00:34:42,skocherhan,md5,4ace922405eca5f24c7c3cdc5a6ccfaa,,https://x.com/skocherhan/status/1919188970711204328
2025-05-05 00:40:24,skocherhan,domain,Quassar53-56065.portmap.io:56065,,https://x.com/skocherhan/status/1919190407168118837
2025-05-05 00:40:24,skocherhan,url,http://Quassar53-56065.portmap.io:56065,,https://x.com/skocherhan/status/1919190407168118837
2025-05-05 00:40:24,skocherhan,md5,be11fcefc33066b7e659bb727b4ef6a2,,https://x.com/skocherhan/status/1919190407168118837
2025-05-05 00:51:50,skocherhan,domain,dead-transexuales.gl.at.ply.gg:62661,,https://x.com/skocherhan/status/1919193284972318995
2025-05-05 00:51:50,skocherhan,url,http://dead-transexuales.gl.at.ply.gg:62661,,https://x.com/skocherhan/status/1919193284972318995
2025-05-05 00:51:50,skocherhan,md5,b16bdf2c5147c519fbd32567fde493a3,,https://x.com/skocherhan/status/1919193284972318995
2025-05-05 00:54:36,byrne_emmy12099,ip,109.107.157.107,#APT,https://x.com/byrne_emmy12099/status/1918643886869684526
2025-05-05 00:54:36,byrne_emmy12099,sha256,d5447bbdf4529a91373d4c6fb78640f9287b21b5bdd20f655d0a2deb262bec15,#APT,https://x.com/byrne_emmy12099/status/1918643886869684526
2025-05-05 01:01:59,skocherhan,md5,ba630fec83fe231603140c7b7abf3b10,#AgentTesla,https://x.com/skocherhan/status/1919195839504810004
2025-05-05 01:09:25,skocherhan,url,http://152.53.253.130:80/rlserver,#malware,https://x.com/skocherhan/status/1919197707941421081
2025-05-05 01:09:25,skocherhan,url,http://152.53.253.130:5000/flood,#malware,https://x.com/skocherhan/status/1919197707941421081
2025-05-05 01:09:25,skocherhan,ip,152.53.253.130,#malware,https://x.com/skocherhan/status/1919197707941421081
2025-05-05 01:09:25,skocherhan,md5,7c4644e2bf70820a9f935c801d19664f,#malware,https://x.com/skocherhan/status/1919197707941421081
2025-05-05 01:46:09,catnap707,domain,apple-juvule.ihtv3.com,#phishing,https://x.com/catnap707/status/1919206954657808645
2025-05-05 01:46:09,catnap707,url,http://apple-juvule.ihtv3.com/account_int/,#phishing,https://x.com/catnap707/status/1919206954657808645
2025-05-05 01:46:09,catnap707,url,http://172.67.144.43,#phishing,https://x.com/catnap707/status/1919206954657808645
2025-05-05 01:46:09,catnap707,ip,104.21.47.31,#phishing,https://x.com/catnap707/status/1919206954657808645
2025-05-05 01:46:09,catnap707,ip,172.67.144.43,#phishing,https://x.com/catnap707/status/1919206954657808645
2025-05-05 01:49:53,skocherhan,url,http://109.120.179.216/install.enc,,https://x.com/skocherhan/status/1919207894987198572
2025-05-05 01:49:53,skocherhan,ip,109.120.179.216,,https://x.com/skocherhan/status/1919207894987198572
2025-05-05 01:49:53,skocherhan,md5,44d0053dcb491aa07a5dea4b8cda1893,,https://x.com/skocherhan/status/1919207894987198572
2025-05-05 01:49:53,skocherhan,md5,66e08d7c151e83eb1d6fc4dae629b8e9,,https://x.com/skocherhan/status/1919207894987198572
